Start time: 1725166628
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-9
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
32                     16.64
64                     16.69
128                    16.72
256                    16.86
512                    17.11
1024                   17.67
2048                   18.61
4096                   20.43
8192                   24.16
16384                  31.46
32768                  31.38
65536                  38.90
131072                 54.86
262144                 87.53
524288                156.01
1048576               207.47
2097152               307.57
4194304               507.85
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.66
64                      7.30
128                    14.58
256                    29.08
512                    58.18
1024                  111.06
2048                  222.28
4096                  421.70
8192                  752.97
16384                2875.50
32768                4450.32
65536                6295.28
131072               8000.31
262144               8933.88
524288               9224.88
1048576              8932.39
2097152              9084.03
4194304              9192.95
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-1
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      17.33
2                      17.44
4                      17.28
8                      17.28
16                     17.25
32                     17.54
64                     17.72
128                    17.79
256                    17.95
512                    18.04
1024                   18.65
2048                   19.63
4096                   21.46
8192                   25.25
16384                  31.95
32768                  31.83
65536                  39.63
131072                 55.59
262144                 88.00
524288                155.20
1048576               208.42
2097152               308.96
4194304               511.04
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.30
128                    14.57
256                    29.07
512                    55.89
1024                  114.67
2048                  221.52
4096                  421.89
8192                  754.31
16384                2811.45
32768                4374.15
65536                6257.86
131072               7884.65
262144               8722.28
524288               8942.21
1048576              8790.80
2097152              9011.59
4194304              9103.61
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-16
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.50
2                      17.47
4                      17.26
8                      17.28
16                     17.29
32                     17.53
64                     17.72
128                    17.79
256                    17.94
512                    18.01
1024                   18.64
2048                   19.65
4096                   21.42
8192                   25.08
16384                  32.24
32768                  31.66
65536                  39.59
131072                 55.55
262144                 88.16
524288                157.15
1048576               211.01
2097152               316.64
4194304               521.30
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.45
8                       0.91
16                      1.82
32                      3.53
64                      7.01
128                    14.01
256                    27.93
512                    53.78
1024                  111.02
2048                  214.45
4096                  406.22
8192                  735.60
16384                2727.05
32768                4245.53
65536                6139.64
131072               7859.64
262144               8841.90
524288               9249.43
1048576              8905.16
2097152              9055.15
4194304              9196.13
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.71
1                      17.44
2                      17.39
4                      17.24
8                      17.21
16                     17.23
32                     17.53
64                     17.71
128                    17.73
256                    17.86
512                    17.99
1024                   18.57
2048                   19.59
4096                   21.36
8192                   25.13
16384                  32.18
32768                  31.67
65536                  39.52
131072                 55.24
262144                 88.21
524288                157.53
1048576               211.02
2097152               316.14
4194304               525.74
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.31
128                    14.58
256                    29.08
512                    56.63
1024                  114.51
2048                  222.23
4096                  422.34
8192                  754.97
16384                2707.13
32768                4212.62
65536                6050.46
131072               7648.71
262144               8776.63
524288               9246.32
1048576              8918.35
2097152              9129.89
4194304              9169.85
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.78
1                      17.51
2                      17.59
4                      17.44
8                      17.31
16                     17.23
32                     17.47
64                     17.80
128                    17.84
256                    18.02
512                    18.11
1024                   18.67
2048                   19.70
4096                   21.48
8192                   25.13
16384                  32.34
32768                  31.96
65536                  39.88
131072                 55.62
262144                 88.23
524288                156.45
1048576               210.47
2097152               312.86
4194304               520.70
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.33
128                    14.64
256                    29.19
512                    58.29
1024                  112.61
2048                  222.22
4096                  422.34
8192                  749.50
16384                2722.06
32768                4237.38
65536                6148.77
131072               7858.83
262144               8881.60
524288               9222.64
1048576              8899.55
2097152              9060.72
4194304              9202.47
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-24
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.73
1                      16.26
2                      16.20
4                      16.13
8                      16.16
16                     16.21
32                     16.57
64                     16.64
128                    16.71
256                    16.81
512                    17.03
1024                   17.58
2048                   18.51
4096                   20.35
8192                   24.06
16384                  31.64
32768                  31.86
65536                  39.27
131072                 54.86
262144                 88.03
524288                156.27
1048576               212.40
2097152               324.27
4194304               547.83
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.56
64                      7.11
128                    14.21
256                    28.38
512                    54.51
1024                  111.98
2048                  217.15
4096                  410.02
8192                  742.68
16384                2812.72
32768                4380.56
65536                6182.78
131072               7737.69
262144               8760.44
524288               9003.32
1048576              8854.64
2097152              9005.27
4194304              9132.31
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-7
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.43
1                      16.08
2                      15.90
4                      15.79
8                      15.78
16                     15.82
32                     16.08
64                     16.24
128                    16.30
256                    16.40
512                    16.61
1024                   17.08
2048                   17.99
4096                   19.97
8192                   23.67
16384                  30.46
32768                  29.81
65536                  37.74
131072                 54.15
262144                 86.17
524288                153.37
1048576               207.49
2097152               314.34
4194304               521.92
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.14
2                       0.28
4                       0.55
8                       1.12
16                      2.23
32                      4.30
64                      8.55
128                    17.09
256                    34.11
512                    68.16
1024                  134.56
2048                  248.23
4096                  482.14
8192                  816.30
16384                2791.23
32768                4347.65
65536                6221.72
131072               7864.14
262144               8997.77
524288               9328.70
1048576              9282.47
2097152              9335.64
4194304              9343.09
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-1
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      17.66
2                      17.62
4                      17.29
8                      17.22
16                     17.33
32                     17.58
64                     17.68
128                    17.73
256                    17.90
512                    17.98
1024                   18.59
2048                   19.59
4096                   21.40
8192                   25.25
16384                  31.83
32768                  31.91
65536                  39.76
131072                 55.54
262144                 88.48
524288                156.76
1048576               208.96
2097152               309.27
4194304               512.93
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.45
8                       0.91
16                      1.81
32                      3.53
64                      7.03
128                    14.05
256                    28.05
512                    53.86
1024                  111.22
2048                  215.17
4096                  407.51
8192                  736.47
16384                2811.87
32768                4336.88
65536                6221.43
131072               7832.05
262144               8715.64
524288               8941.56
1048576              8749.54
2097152              9019.08
4194304              9134.35
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-16
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.53
2                      17.56
4                      17.31
8                      17.31
16                     17.11
32                     17.58
64                     17.76
128                    17.77
256                    17.94
512                    18.02
1024                   18.61
2048                   19.64
4096                   21.74
8192                   25.51
16384                  32.84
32768                  32.24
65536                  40.26
131072                 55.89
262144                 88.64
524288                159.05
1048576               210.43
2097152               318.00
4194304               524.12
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.30
128                    14.58
256                    29.03
512                    56.67
1024                  112.91
2048                  220.89
4096                  422.53
8192                  754.72
16384                2738.67
32768                4295.99
65536                6153.21
131072               7847.06
262144               8776.09
524288               9088.88
1048576              8869.67
2097152              9034.94
4194304              9219.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      17.53
2                      17.61
4                      17.47
8                      17.56
16                     17.52
32                     17.80
64                     17.68
128                    17.72
256                    17.98
512                    18.01
1024                   18.61
2048                   19.51
4096                   21.44
8192                   25.19
16384                  32.26
32768                  31.92
65536                  39.98
131072                 55.90
262144                 88.91
524288                156.85
1048576               208.56
2097152               314.62
4194304               528.51
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.89
32                      3.65
64                      7.29
128                    14.54
256                    29.03
512                    57.20
1024                  114.48
2048                  222.22
4096                  422.93
8192                  756.16
16384                2682.75
32768                4214.36
65536                6080.82
131072               7618.12
262144               8726.11
524288               9301.86
1048576              8919.47
2097152              9067.41
4194304              9190.32
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.80
1                      17.51
2                      17.39
4                      17.22
8                      17.35
16                     17.16
32                     17.63
64                     17.81
128                    17.86
256                    18.03
512                    18.11
1024                   18.69
2048                   19.67
4096                   21.49
8192                   25.29
16384                  32.62
32768                  32.21
65536                  40.08
131072                 55.82
262144                 88.48
524288                156.09
1048576               209.41
2097152               311.13
4194304               512.05
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.46
8                       0.91
16                      1.82
32                      3.54
64                      7.04
128                    14.07
256                    28.05
512                    53.89
1024                  110.46
2048                  214.29
4096                  407.97
8192                  739.35
16384                2809.62
32768                4362.21
65536                6266.74
131072               7877.99
262144               9009.90
524288               9420.87
1048576              8981.82
2097152              9083.85
4194304              9174.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-7
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      15.47
2                      15.57
4                      15.46
8                      15.38
16                     15.44
32                     15.72
64                     15.59
128                    15.65
256                    15.73
512                    15.88
1024                   16.54
2048                   17.41
4096                   19.34
8192                   22.97
16384                  30.41
32768                  30.38
65536                  38.76
131072                 54.18
262144                 88.54
524288                155.67
1048576               204.23
2097152               303.11
4194304               514.94
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.15
2                       0.29
4                       0.57
8                       1.17
16                      2.33
32                      4.49
64                      8.94
128                    17.86
256                    35.61
512                    70.99
1024                  140.04
2048                  268.88
4096                  477.33
8192                  858.27
16384                2711.65
32768                4232.65
65536                6057.29
131072               7617.78
262144               8728.32
524288               9381.49
1048576              9301.03
2097152              9347.36
4194304              9356.51
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-1
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.44
1                      16.20
2                      16.18
4                      16.06
8                      16.14
16                     16.20
32                     16.31
64                     16.39
128                    16.38
256                    16.47
512                    16.69
1024                   17.22
2048                   18.12
4096                   20.06
8192                   23.63
16384                  30.51
32768                  30.10
65536                  38.36
131072                 53.63
262144                 86.45
524288                154.39
1048576               205.70
2097152               307.53
4194304               509.83
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.89
32                      3.66
64                      7.29
128                    14.54
256                    29.06
512                    58.15
1024                  112.26
2048                  222.26
4096                  421.82
8192                  753.43
16384                2790.80
32768                4336.34
65536                6200.73
131072               7751.68
262144               8831.81
524288               9165.98
1048576              8953.25
2097152              9049.28
4194304              9124.64
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-16
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.75
1                      16.36
2                      16.17
4                      16.03
8                      16.17
16                     16.26
32                     16.55
64                     16.51
128                    16.57
256                    16.68
512                    16.91
1024                   17.39
2048                   18.36
4096                   20.14
8192                   23.93
16384                  31.36
32768                  30.92
65536                  39.71
131072                 54.68
262144                 87.48
524288                156.90
1048576               207.20
2097152               307.91
4194304               510.34
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.90
32                      3.68
64                      7.30
128                    14.65
256                    29.11
512                    57.05
1024                  115.14
2048                  222.22
4096                  424.55
8192                  757.55
16384                2828.08
32768                4353.96
65536                6187.25
131072               7678.47
262144               8742.40
524288               9351.49
1048576              8958.60
2097152              9104.42
4194304              9178.04
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.43
1                      16.14
2                      15.98
4                      15.89
8                      16.01
16                     16.01
32                     16.34
64                     16.26
128                    16.30
256                    16.42
512                    16.65
1024                   17.14
2048                   18.05
4096                   20.10
8192                   23.83
16384                  30.76
32768                  30.42
65536                  38.30
131072                 54.61
262144                 86.94
524288                156.19
1048576               208.43
2097152               313.10
4194304               517.56
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.90
32                      3.68
64                      7.34
128                    14.64
256                    29.20
512                    57.16
1024                  113.07
2048                  222.22
4096                  423.88
8192                  755.32
16384                2780.00
32768                4350.11
65536                6169.37
131072               7657.23
262144               8705.82
524288               8995.25
1048576              8783.74
2097152              8971.57
4194304              9114.57
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.79
1                      16.54
2                      16.56
4                      16.56
8                      16.43
16                     16.39
32                     16.76
64                     16.67
128                    16.68
256                    16.75
512                    16.97
1024                   17.46
2048                   18.41
4096                   20.29
8192                   23.81
16384                  31.79
32768                  31.71
65536                  39.33
131072                 55.06
262144                 87.51
524288                156.29
1048576               207.79
2097152               312.29
4194304               521.25
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.91
32                      3.69
64                      7.34
128                    14.66
256                    29.28
512                    58.39
1024                  111.79
2048                  223.64
4096                  423.19
8192                  760.51
16384                2752.54
32768                4301.72
65536                6151.26
131072               7712.81
262144               8851.11
524288               9266.18
1048576              8957.11
2097152              9122.51
4194304              9202.30
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-1
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      16.58
2                      16.60
4                      16.47
8                      16.53
16                     16.51
32                     16.83
64                     16.71
128                    16.75
256                    16.84
512                    17.06
1024                   17.59
2048                   18.57
4096                   20.34
8192                   23.97
16384                  31.30
32768                  32.03
65536                  39.40
131072                 54.95
262144                 87.71
524288                156.04
1048576               206.58
2097152               310.96
4194304               524.82
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.57
64                      7.12
128                    14.23
256                    28.39
512                    55.08
1024                  112.21
2048                  217.77
4096                  410.33
8192                  741.56
16384                2751.80
32768                4311.60
65536                6177.95
131072               7881.98
262144               8807.95
524288               9076.60
1048576              8817.79
2097152              9006.30
4194304              9089.43
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-16
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      16.29
2                      16.26
4                      15.99
8                      16.29
16                     16.03
32                     16.42
64                     16.53
128                    16.54
256                    16.62
512                    16.85
1024                   17.39
2048                   18.30
4096                   20.19
8192                   23.81
16384                  30.93
32768                  31.16
65536                  39.35
131072                 54.76
262144                 87.30
524288                153.51
1048576               204.24
2097152               305.91
4194304               508.15
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.14
2                       0.28
4                       0.57
8                       1.14
16                      2.28
32                      4.40
64                      8.76
128                    17.51
256                    34.96
512                    69.65
1024                  136.93
2048                  250.73
4096                  471.68
8192                  793.34
16384                2752.98
32768                4306.00
65536                6169.92
131072               7862.30
262144               9015.03
524288               9405.23
1048576              9349.32
2097152              9353.06
4194304              9364.69
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      16.38
2                      16.49
4                      16.42
8                      16.34
16                     16.31
32                     16.60
64                     16.63
128                    16.65
256                    16.77
512                    17.01
1024                   17.54
2048                   18.47
4096                   20.30
8192                   24.08
16384                  31.30
32768                  31.29
65536                  38.91
131072                 54.59
262144                 87.56
524288                155.29
1048576               208.30
2097152               313.81
4194304               519.57
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.14
2                       0.29
4                       0.57
8                       1.16
16                      2.31
32                      4.47
64                      8.92
128                    17.80
256                    35.51
512                    70.80
1024                  137.83
2048                  261.42
4096                  462.02
8192                  794.88
16384                2739.60
32768                4249.20
65536                6117.10
131072               7705.54
262144               8849.92
524288               9344.11
1048576              9309.62
2097152              9380.89
4194304              9372.61
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.79
1                      16.36
2                      16.43
4                      16.36
8                      16.30
16                     16.35
32                     16.62
64                     16.59
128                    16.65
256                    16.74
512                    16.92
1024                   17.39
2048                   18.41
4096                   20.35
8192                   23.79
16384                  31.58
32768                  31.70
65536                  39.34
131072                 54.96
262144                 88.20
524288                156.71
1048576               210.21
2097152               314.12
4194304               523.58
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.56
64                      7.10
128                    14.19
256                    28.32
512                    54.78
1024                  111.70
2048                  216.48
4096                  410.30
8192                  744.97
16384                2823.05
32768                4369.71
65536                6261.22
131072               7983.87
262144               9055.32
524288               9393.74
1048576              9030.95
2097152              9110.51
4194304              9219.67
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-1 ccloud-gpu-hpc-16
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.36
2                      17.23
4                      17.33
8                      17.44
16                     17.31
32                     17.74
64                     17.70
128                    17.73
256                    17.90
512                    18.03
1024                   18.65
2048                   19.86
4096                   21.75
8192                   25.30
16384                  32.39
32768                  32.14
65536                  40.03
131072                 55.78
262144                 89.13
524288                156.80
1048576               209.48
2097152               313.02
4194304               516.60
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.94
16                      1.88
32                      3.63
64                      7.24
128                    14.50
256                    28.96
512                    57.04
1024                  111.88
2048                  222.64
4096                  420.69
8192                  754.13
16384                2818.41
32768                4359.19
65536                6244.35
131072               7924.87
262144               8760.17
524288               9084.72
1048576              8782.68
2097152              9066.45
4194304              9096.01
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-1 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.43
1                      16.86
2                      16.99
4                      16.86
8                      16.83
16                     16.83
32                     17.21
64                     17.13
128                    17.14
256                    17.25
512                    17.51
1024                   18.25
2048                   19.26
4096                   21.08
8192                   24.80
16384                  31.26
32768                  30.83
65536                  38.76
131072                 54.29
262144                 87.19
524288                155.80
1048576               208.59
2097152               309.95
4194304               510.68
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.96
16                      1.92
32                      3.71
64                      7.40
128                    14.78
256                    29.44
512                    58.53
1024                  115.44
2048                  223.10
4096                  426.00
8192                  756.08
16384                2806.64
32768                4367.18
65536                6224.75
131072               7821.39
262144               8744.26
524288               9031.83
1048576              8832.59
2097152              9097.87
4194304              9132.41
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-1 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.80
1                      17.54
2                      17.62
4                      17.46
8                      17.36
16                     17.32
32                     17.67
64                     17.79
128                    17.99
256                    18.01
512                    18.24
1024                   18.93
2048                   19.90
4096                   21.80
8192                   25.33
16384                  32.61
32768                  32.33
65536                  40.30
131072                 55.99
262144                 89.45
524288                157.80
1048576               209.57
2097152               315.32
4194304               532.19
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.34
128                    14.65
256                    29.21
512                    57.00
1024                  113.04
2048                  221.63
4096                  422.63
8192                  752.26
16384                2858.98
32768                4470.66
65536                6343.52
131072               8008.59
262144               8773.27
524288               8997.92
1048576              8827.33
2097152              9023.31
4194304              9119.35
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-16 ccloud-gpu-hpc-17
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.73
1                      17.40
2                      17.53
4                      17.27
8                      17.21
16                     17.32
32                     17.76
64                     17.63
128                    17.69
256                    17.85
512                    18.03
