Start time: 1725162564
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-6 ccloud-gpu-hpc-9
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
16                      1.82
32                      1.86
64                      1.99
128                     2.02
256                     2.79
512                     2.87
1024                    3.05
2048                    3.53
4096                    4.39
8192                    5.77
16384                   7.86
32768                   9.88
65536                  12.84
131072                 18.35
262144                 31.97
524288                 57.14
1048576               111.81
2097152               213.77
4194304               420.51
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.87
2                       9.69
4                      19.39
8                      38.37
16                     76.94
32                    156.08
64                    290.87
128                   580.14
256                  1032.14
512                  1885.28
1024                 3589.44
2048                 5498.15
4096                 7754.17
8192                 9727.06
16384               10082.88
32768               10606.63
65536               10853.25
131072              11013.99
262144              10879.32
524288              10037.65
1048576              9877.31
2097152             10183.56
4194304             10046.50
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-13
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.77
1                       1.76
2                       1.80
4                       1.76
8                       1.75
16                      1.76
32                      1.81
64                      1.92
128                     1.95
256                     2.73
512                     2.82
1024                    3.00
2048                    3.45
4096                    4.45
8192                    5.75
16384                   7.81
32768                   9.83
65536                  12.86
131072                 18.26
262144                 32.17
524288                 56.63
1048576               108.70
2097152               205.13
4194304               417.75
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.80
4                      19.48
8                      39.02
16                     78.66
32                    156.63
64                    292.33
128                   572.88
256                  1040.13
512                  1984.63
1024                 3501.98
2048                 5215.70
4096                 7723.57
8192                 9744.44
16384               10330.77
32768               10813.40
65536               10992.95
131072              11177.23
262144              11273.63
524288              10030.15
1048576             10040.90
2097152             10363.48
4194304              9986.25
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.77
2                       1.82
4                       1.78
8                       1.77
16                      1.77
32                      1.82
64                      1.94
128                     1.97
256                     2.76
512                     2.84
1024                    3.02
2048                    3.47
4096                    4.45
8192                    5.70
16384                   7.74
32768                   9.80
65536                  12.92
131072                 18.31
262144                 31.22
524288                 57.23
1048576               111.10
2097152               211.40
4194304               424.94
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.78
2                       9.83
4                      19.40
8                      39.30
16                     78.55
32                    156.78
64                    286.43
128                   561.47
256                  1023.22
512                  1984.23
1024                 3419.70
2048                 5500.91
4096                 7790.44
8192                 9681.48
16384               10191.09
32768               10801.01
65536               10967.36
131072              11142.40
262144              11157.03
524288              10303.47
1048576              9763.02
2097152              9575.95
4194304              9973.30
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.81
1                       1.81
2                       1.85
4                       1.81
8                       1.80
16                      1.80
32                      1.85
64                      1.97
128                     2.00
256                     2.78
512                     2.86
1024                    3.04
2048                    3.50
4096                    4.45
8192                    5.72
16384                   7.81
32768                   9.83
65536                  12.83
131072                 18.36
262144                 31.83
524288                 56.98
1048576               105.07
2097152               200.49
4194304               404.66
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.90
2                       9.62
4                      19.31
8                      39.05
16                     76.06
32                    156.42
64                    282.46
128                   564.72
256                  1000.83
512                  1970.85
1024                 3647.09
2048                 5544.14
4096                 7795.47
8192                 9761.25
16384               10313.80
32768               10836.64
65536               10905.10
131072              11080.56
262144              10985.36
524288              10405.83
1048576             10364.45
2097152             10552.89
4194304             10154.77
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-5
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.77
1                       1.78
2                       1.79
4                       1.80
8                       1.77
16                      1.78
32                      1.82
64                      1.94
128                     1.97
256                     2.75
512                     2.82
1024                    3.01
2048                    3.46
4096                    4.44
8192                    5.62
16384                   7.69
32768                   9.69
65536                  12.76
131072                 18.24
262144                 30.98
524288                 55.87
1048576               106.55
2097152               203.26
4194304               421.29
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.96
2                       9.86
4                      19.74
8                      39.79
16                     78.89
32                    155.95
64                    292.46
128                   577.06
256                  1039.58
512                  1692.98
1024                 3427.21
2048                 5474.95
4096                 7757.47
8192                 9570.84
16384               10153.60
32768               10874.66
65536               10959.62
131072              11126.06
262144              11161.78
524288              11164.64
1048576             10421.89
2097152             10685.95
4194304             10308.54
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-3 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.72
2                       1.74
4                       1.75
8                       1.72
16                      1.72
32                      1.77
64                      1.88
128                     1.92
256                     2.70
512                     2.77
1024                    2.95
2048                    3.39
4096                    4.35
8192                    5.62
16384                   7.73
32768                   9.70
65536                  12.72
131072                 18.19
262144                 31.03
524288                 55.45
1048576               110.55
2097152               206.28
4194304               413.72
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.95
2                       9.65
4                      19.73
8                      39.50
16                     77.88
32                    157.84
64                    285.11
128                   573.66
256                  1032.83
512                  1917.36
1024                 3578.62
2048                 5513.66
4096                 7791.39
8192                 9769.00
16384               10223.42
32768               10708.38
65536               10920.56
131072              11102.61
262144              11173.19
524288              11132.89
1048576             11192.03
2097152             11025.26
4194304             10316.78
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-3 ccloud-gpu-hpc-13
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.67
1                       1.68
2                       1.67
4                       1.72
8                       1.68
16                      1.67
32                      1.72
64                      1.85
128                     1.87
256                     2.66
512                     2.74
1024                    2.92
2048                    3.37
4096                    4.32
8192                    5.67
16384                   7.74
32768                   9.78
65536                  12.67
131072                 18.18
262144                 31.53
524288                 56.92
1048576               112.26
2097152               215.29
4194304               415.99
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.93
2                       9.62
4                      19.86
8                      39.38
16                     77.69
32                    158.83
64                    287.15
128                   570.55
256                   967.74
512                  1785.80
1024                 3477.60
2048                 5565.39
4096                 7824.18
8192                 9565.11
16384               10170.37
32768               10649.39
65536               10951.07
131072              11141.91
262144              11242.29
524288              10638.36
1048576             11025.22
2097152             10992.55
4194304             10297.95
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-3 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.70
1                       1.70
2                       1.72
4                       1.72
8                       1.70
16                      1.70
32                      1.74
64                      1.87
128                     1.89
256                     2.68
512                     2.76
1024                    2.94
2048                    3.39
4096                    4.41
8192                    5.70
16384                   7.78
32768                   9.79
65536                  12.73
131072                 18.40
262144                 31.79
524288                 58.80
1048576               114.26
2097152               212.63
4194304               424.36
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.95
2                       9.95
4                      20.03
8                      39.77
16                     79.88
32                    160.07
64                    280.39
128                   573.78
256                  1044.15
512                  1993.65
1024                 3428.64
2048                 5526.66
4096                 7763.44
8192                 9641.42
16384               10135.44
32768               10756.69
65536               10984.74
131072              11154.69
262144              11234.84
524288              10204.58
1048576             10059.05
2097152             10351.39
4194304             10025.21
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-3 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.74
1                       1.72
2                       1.77
4                       1.73
8                       1.73
16                      1.73
32                      1.77
64                      1.90
128                     1.93
256                     2.71
512                     2.79
1024                    2.97
2048                    3.42
4096                    4.43
8192                    5.72
16384                   7.79
32768                   9.87
65536                  12.70
131072                 18.16
262144                 31.41
524288                 56.93
1048576               106.34
2097152               201.62
4194304               417.86
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.98
2                       9.94
4                      19.87
8                      40.05
16                     79.79
32                    157.48
64                    289.84
128                   558.11
256                  1047.83
512                  1987.61
1024                 3643.08
2048                 5547.96
4096                 7817.18
8192                 9783.58
16384               10265.46
32768               10879.77
65536               11042.32
131072              11229.24
262144              11094.97
524288              10686.23
1048576             10557.47
2097152             10727.08
4194304             10302.84
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-3 ccloud-gpu-hpc-5
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.70
1                       1.70
2                       1.72
4                       1.73
8                       1.70
16                      1.70
32                      1.75
64                      1.86
128                     1.89
256                     2.67
512                     2.75
1024                    2.94
2048                    3.38
4096                    4.38
8192                    5.64
16384                   7.69
32768                   9.71
65536                  12.65
131072                 18.09
262144                 30.99
524288                 54.88
1048576               105.93
2097152               202.16
4194304               413.80
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.99
2                       9.90
4                      19.93
8                      39.78
16                     78.57
32                    159.04
64                    282.77
128                   571.98
256                  1035.84
512                  2005.98
1024                 3543.60
2048                 5553.37
4096                 7697.59
8192                 9660.99
16384               10196.08
32768               10622.41
65536               10904.95
131072              11052.87
262144              11166.42
524288              10729.56
1048576             10484.88
2097152             10644.52
4194304             10168.90
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-10 ccloud-gpu-hpc-13
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.70
1                       1.72
2                       1.72
4                       1.70
8                       1.70
16                      1.70
32                      1.75
64                      1.87
128                     1.89
256                     2.68
512                     2.76
1024                    2.94
2048                    3.38
4096                    4.34
8192                    5.67
16384                   7.74
32768                   9.76
65536                  12.76
131072                 18.12
262144                 31.15
524288                 55.14
1048576               107.81
2097152               204.85
4194304               414.56
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.94
2                      10.06
4                      20.12
8                      39.76
16                     80.34
32                    157.64
64                    292.63
128                   588.16
256                  1038.85
512                  1987.71
1024                 3527.74
2048                 5596.96
4096                 7761.34
8192                 9718.94
16384               10370.97
32768               10942.13
65536               11012.23
131072              11168.67
262144              11059.16
524288              10629.33
1048576             10547.84
2097152             10730.47
4194304             10384.58
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-10 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.80
1                       1.75
2                       1.76
4                       1.73
8                       1.72
16                      1.73
32                      1.77
64                      1.89
128                     1.92
256                     2.71
512                     2.79
1024                    2.96
2048                    3.41
4096                    4.42
8192                    5.70
16384                   7.79
32768                   9.82
65536                  12.76
131072                 18.34
262144                 31.44
524288                 58.41
1048576               114.45
2097152               216.04
4194304               423.15
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.87
2                       9.92
4                      19.67
8                      39.22
16                     79.34
32                    157.16
64                    284.01
128                   561.01
256                  1021.62
512                  1967.90
1024                 3459.60
2048                 5268.94
4096                 7891.52
8192                 9751.16
16384               10339.82
32768               10779.91
65536               10897.55
131072              11095.75
262144              11213.63
524288               9561.46
1048576             10066.66
2097152             10432.95
4194304              9905.42
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-10 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.76
1                       1.76
2                       1.78
4                       1.77
8                       1.75
16                      1.76
32                      1.80
64                      1.92
128                     1.94
256                     2.73
512                     2.81
1024                    2.99
2048                    3.44
4096                    4.43
8192                    5.65
16384                   7.76
32768                   9.76
65536                  12.77
131072                 18.37
262144                 31.38
524288                 57.48
1048576               110.88
2097152               208.77
4194304               421.96
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.80
2                       9.54
4                      19.62
8                      39.18
16                     78.27
32                    157.26
64                    287.72
128                   575.11
256                  1015.73
512                  1983.97
1024                 3648.92
2048                 5358.73
4096                 7811.03
8192                 9719.26
16384               10362.73
32768               10841.96
65536               11001.79
131072              11183.52
262144              10924.06
524288               9666.05
1048576              9665.93
2097152             10171.39
4194304              9978.48
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-10 ccloud-gpu-hpc-5
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.72
1                       1.73
2                       1.74
4                       1.75
8                       1.72
16                      1.72
32                      1.77
64                      1.89
128                     1.92
256                     2.70
512                     2.78
1024                    2.96
2048                    3.40
4096                    4.40
8192                    5.60
16384                   7.67
32768                   9.73
65536                  12.66
131072                 18.16
262144                 31.32
524288                 57.67
1048576               113.08
2097152               207.92
4194304               417.55
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.96
2                       9.78
4                      19.82
8                      39.82
16                     78.68
32                    158.35
64                    289.32
128                   566.48
256                  1035.96
512                  1990.13
1024                 3629.75
2048                 5578.65
4096                 7889.38
8192                 9712.86
16384               10148.19
32768               10703.71
65536               10990.50
131072              11169.99
262144              11269.41
524288              11250.15
1048576             11291.40
2097152             11173.80
4194304             10273.86
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-13 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.68
1                       1.68
2                       1.72
4                       1.68
8                       1.68
16                      1.68
32                      1.72
64                      1.85
128                     1.87
256                     2.65
512                     2.74
1024                    2.92
2048                    3.37
4096                    4.37
8192                    5.63
16384                   7.72
32768                   9.75
65536                  12.79
131072                 18.37
262144                 30.70
524288                 55.20
1048576               103.51
2097152               200.52
4194304               420.26
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.97
2                      10.03
4                      19.73
8                      39.93
16                     80.22
32                    159.18
64                    274.77
128                   566.99
256                  1041.10
512                  1973.24
1024                 3662.61
2048                 5541.85
4096                 7819.25
8192                 9786.29
16384               10255.38
32768               10854.12
65536               10841.49
131072              11102.80
262144              11093.73
524288              10142.73
1048576             10000.11
2097152             10236.92
4194304              9998.87
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-13 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.71
1                       1.70
2                       1.74
4                       1.71
8                       1.70
16                      1.70
32                      1.75
64                      1.87
128                     1.90
256                     2.69
512                     2.78
1024                    2.96
2048                    3.40
4096                    4.41
8192                    5.71
16384                   7.80
32768                   9.84
65536                  12.77
131072                 18.32
262144                 31.95
524288                 56.26
1048576               105.18
2097152               201.90
4194304               419.17
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.98
2                      10.00
4                      19.88
8                      39.31
16                     79.92
32                    159.10
64                    282.81
128                   568.80
256                  1045.61
512                  2001.79
1024                 3537.63
2048                 5586.20
4096                 7860.69
8192                 9659.99
16384               10235.78
32768               10696.79
65536               10867.24
131072              11052.45
262144              10940.31
524288              10058.45
1048576             10114.72
2097152             10455.57
4194304              9989.90
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-13 ccloud-gpu-hpc-5
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.69
1                       1.69
2                       1.73
4                       1.69
8                       1.69
16                      1.69
32                      1.74
64                      1.85
128                     1.88
256                     2.66
512                     2.75
1024                    2.92
2048                    3.37
4096                    4.37
8192                    5.57
16384                   7.73
32768                   9.67
65536                  12.77
131072                 18.27
262144                 30.74
524288                 55.53
1048576               106.11
2097152               202.08
4194304               402.71
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.84
2                       9.93
4                      19.78
8                      39.98
16                     79.86
32                    159.23
64                    288.77
128                   579.14
256                  1029.71
512                  1908.64
1024                 3556.47
2048                 5545.60
4096                 7828.82
8192                 9689.17
16384               10194.56
32768               10471.48
65536               10821.90
131072              11015.60
262144              11227.47
524288              10849.88
1048576             10268.65
2097152             10214.39
4194304             10310.09
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-2 ccloud-gpu-hpc-4
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.46
1                       1.45
2                       1.48
4                       1.48
8                       1.45
16                      1.46
32                      1.50
64                      1.62
128                     1.65
256                     2.44
512                     2.51
1024                    2.70
2048                    3.14
4096                    4.03
8192                    5.52
