Start time: 1725167195
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-8 ccloud-gpu-hpc-12
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.71
1                       1.71
2                       1.75
4                       1.71
8                       1.70
16                      1.71
32                      1.76
64                      1.87
128                     1.90
256                     2.69
512                     2.77
1024                    2.95
2048                    3.40
4096                    4.41
8192                    5.66
16384                   7.78
32768                   9.77
65536                  12.82
131072                 18.21
262144                 30.88
524288                 53.72
1048576               101.87
2097152               197.74
4194304               426.40
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.91
2                       9.83
4                      19.83
8                      39.42
16                     78.05
32                    158.66
64                    285.01
128                   575.96
256                  1023.28
512                  1944.53
1024                 3607.94
2048                 5509.90
4096                 7774.21
8192                 9621.00
16384               10376.59
32768               10871.49
65536               11056.19
131072              11196.38
262144              11026.25
524288              10104.32
1048576              9556.88
2097152             10061.52
4194304              9969.65
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-12 ccloud-gpu-hpc-9
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.72
1                       1.71
2                       1.76
4                       1.71
8                       1.71
16                      1.71
32                      1.76
64                      1.88
128                     1.91
256                     2.69
512                     2.77
1024                    2.95
2048                    3.40
4096                    4.41
8192                    5.67
16384                   7.76
32768                   9.70
65536                  12.70
131072                 18.10
262144                 31.80
524288                 57.61
1048576               111.00
2097152               208.05
4194304               429.88
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.90
2                       9.81
4                      19.86
8                      39.47
16                     78.83
32                    158.65
64                    287.31
128                   579.71
256                  1028.61
512                  1980.14
1024                 3644.86
2048                 5525.68
4096                 7750.07
8192                 9654.30
16384               10270.88
32768               10854.31
65536               11104.77
131072              11231.97
262144              10892.23
524288               9887.02
1048576             10042.78
2097152             10406.86
4194304              9975.90
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-12 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.41
1                       1.41
2                       1.42
4                       1.43
8                       1.41
16                      1.40
32                      1.45
64                      1.57
128                     1.60
256                     2.38
512                     2.47
1024                    2.64
2048                    3.07
4096                    3.97
8192                    5.41
16384                   7.35
32768                   9.34
65536                  12.34
131072                 18.08
262144                 31.98
524288                 59.80
1048576               116.55
2097152               228.69
4194304               422.98
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.12
2                      10.29
4                      20.68
8                      41.21
16                     82.80
32                    165.75
64                    299.83
128                   607.66
256                  1058.86
512                  2067.48
1024                 3684.42
2048                 5553.09
4096                 7794.57
8192                 9781.68
16384               10375.59
32768               10789.29
65536               10996.64
131072              11142.79
262144               9823.67
524288               9893.19
1048576              9890.68
2097152             10028.43
4194304              9982.50
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-12 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.72
1                       1.72
2                       1.73
4                       1.74
8                       1.71
16                      1.71
32                      1.76
64                      1.88
128                     1.91
256                     2.70
512                     2.78
1024                    2.97
2048                    3.42
4096                    4.41
8192                    5.71
16384                   7.78
32768                   9.83
65536                  12.80
131072                 18.40
262144                 32.61
524288                 58.18
1048576               110.99
2097152               207.35
4194304               427.06
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.95
2                       9.59
4                      19.70
8                      39.40
16                     76.89
32                    157.40
64                    287.69
128                   571.97
256                  1030.80
512                  1949.27
1024                 3670.36
2048                 5483.36
4096                 7691.15
8192                 9597.18
16384               10297.56
32768               10752.14
65536               10866.92
131072              11011.71
262144              11132.57
524288              11158.25
1048576             11143.22
2097152             10967.81
4194304              9902.74
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-12 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.77
2                       1.82
4                       1.78
8                       1.77
16                      1.78
32                      1.82
64                      1.94
128                     1.97
256                     2.76
512                     2.84
1024                    3.01
2048                    3.46
4096                    4.46
8192                    5.76
16384                   7.83
32768                   9.88
65536                  12.78
131072                 18.32
262144                 32.12
524288                 57.76
1048576               109.38
2097152               206.32
4194304               428.39
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.85
2                       9.76
4                      19.65
8                      39.14
16                     78.16
32                    157.39
64                    284.58
128                   568.01
256                  1028.68
512                  1888.73
1024                 3381.41
2048                 5428.00
4096                 7771.03
8192                 9769.86
16384               10232.85
32768               10704.24
65536               10930.47
131072              11112.56
262144              11225.43
524288              11350.97
1048576             11344.11
2097152             11170.62
4194304              9872.69
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-5 ccloud-gpu-hpc-7
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.78
2                       1.82
4                       1.78
8                       1.77
16                      1.77
32                      1.82
64                      1.94
128                     1.97
256                     2.76
512                     2.84
1024                    3.02
2048                    3.47
4096                    4.49
8192                    5.74
16384                   7.82
32768                   9.83
65536                  12.80
131072                 18.19
262144                 31.89
524288                 60.90
1048576               119.04
2097152               216.99
4194304               430.27
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.79
2                       9.74
4                      19.61
8                      38.75
16                     78.59
32                    156.69
64                    285.69
128                   573.42
256                  1016.86
512                  1988.56
1024                 3456.84
2048                 5498.35
4096                 7786.24
8192                 9725.43
16384               10135.40
32768               10773.50
65536               11147.01
131072              11299.34
262144              11273.64
524288              11278.92
1048576             11303.87
2097152             11077.82
4194304             10077.96
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-5 ccloud-gpu-hpc-9
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.77
2                       1.83
4                       1.78
8                       1.77
16                      1.78
32                      1.82
64                      1.95
128                     1.98
256                     2.76
512                     2.84
1024                    3.02
2048                    3.48
4096                    4.48
8192                    5.72
16384                   7.82
32768                   9.86
65536                  12.91
131072                 18.37
262144                 32.31
524288                 56.94
1048576               108.86
2097152               205.69
4194304               410.71
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.93
2                       9.79
4                      19.64
8                      39.54
16                     79.17
32                    154.88
64                    281.72
128                   567.18
256                  1037.07
512                  1953.81
1024                 3626.32
2048                 5542.53
4096                 7756.98
8192                 9703.11
16384               10442.76
32768               10854.91
65536               11024.82
131072              11175.82
262144              10944.92
524288              10798.46
1048576             11033.39
2097152             11047.04
4194304             10028.00
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-5 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.77
1                       1.76
2                       1.81
4                       1.76
8                       1.75
16                      1.76
32                      1.81
64                      1.92
128                     1.95
256                     2.73
512                     2.81
1024                    2.99
2048                    3.44
4096                    4.42
8192                    5.68
16384                   7.76
32768                   9.79
65536                  12.87
131072                 18.37
262144                 32.85
524288                 58.46
1048576               111.99
2097152               208.43
4194304               429.77
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.86
2                       9.93
4                      19.68
8                      39.68
16                     79.47
32                    157.23
64                    285.35
128                   566.40
256                  1039.25
512                  1985.30
1024                 3596.27
2048                 5502.04
4096                 7803.39
8192                 9593.74
16384               10161.43
32768               10868.98
65536               11014.98
131072              11221.12
262144              11169.94
524288               9628.32
1048576              9747.58
2097152             10197.87
4194304              9918.11
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-5 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.79
1                       1.78
2                       1.82
4                       1.78
8                       1.78
16                      1.78
32                      1.83
64                      1.95
128                     1.98
256                     2.76
512                     2.84
1024                    3.03
2048                    3.48
4096                    4.49
8192                    5.76
16384                   7.85
32768                   9.91
65536                  12.75
131072                 18.35
262144                 33.26
524288                 61.22
1048576               117.41
2097152               213.68
4194304               428.72
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.68
4                      19.85
8                      39.55
16                     78.90
32                    158.43
64                    285.39
128                   576.77
256                  1025.46
512                  1990.85
1024                 3588.98
2048                 5541.59
4096                 7791.10
8192                 9801.07
16384               10351.01
32768               10946.99
65536               10967.31
131072              11137.09
262144              11202.57
524288               9644.87
1048576              9722.25
2097152             10280.54
4194304              9953.30
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-5 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.59
4                       1.59
8                       1.56
16                      1.57
32                      1.61
64                      1.73
128                     1.76
256                     2.55
512                     2.63
1024                    2.82
2048                    3.25
4096                    4.25
8192                    5.55
16384                   7.66
32768                   9.63
65536                  12.46
131072                 17.85
262144                 31.81
524288                 59.61
1048576               117.34
2097152               216.08
4194304               425.23
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.08
2                       9.96
4                      20.34
8                      40.79
16                     80.80
32                    163.24
64                    288.32
128                   580.74
256                  1062.22
512                  1922.52
1024                 3543.19
2048                 5595.05
4096                 8014.04
8192                 9806.57
16384               10380.21
32768               10861.10
65536               10847.75
131072              11018.67
262144              11423.98
524288              11462.79
1048576             11394.18
2097152             11124.35
4194304              9903.68
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-9
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.42
1                       1.42
2                       1.41
4                       1.46
8                       1.42
16                      1.42
32                      1.46
64                      1.58
128                     1.61
256                     2.39
512                     2.47
1024                    2.65
2048                    3.09
4096                    4.00
8192                    5.49
16384                   7.47
32768                   9.44
65536                  12.35
131072                 17.69
262144                 30.97
524288                 55.82
1048576               107.61
2097152               203.78
4194304               429.47
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.23
2                      10.25
4                      21.03
8                      42.06
16                     82.73
32                    167.63
64                    301.48
128                   589.76
256                  1092.24
512                  1963.17
1024                 3396.99
2048                 5539.94
4096                 7985.70
8192                 9840.04
16384               10341.80
32768               10975.90
65536               11160.48
131072              11314.17
262144              11338.49
524288               9398.76
1048576              9603.27
2097152             10111.77
4194304              9852.97
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.69
1                       1.68
2                       1.70
4                       1.71
8                       1.68
16                      1.68
32                      1.73
64                      1.85
128                     1.87
256                     2.65
512                     2.73
1024                    2.91
2048                    3.36
4096                    4.36
8192                    5.61
16384                   7.65
32768                   9.71
65536                  12.68
131072                 18.17
262144                 31.87
524288                 61.53
1048576               118.65
2097152               217.15
4194304               426.00
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.03
2                       9.89
4                      19.77
8                      40.10
16                     79.74
32                    160.06
64                    289.89
128                   580.53
256                  1048.09
512                  1908.07
1024                 3602.19
2048                 5572.92
4096                 7834.16
8192                 9750.01
16384               10342.82
32768               10762.41
65536               10870.64
131072              11034.59
262144              10937.44
524288              10044.28
1048576              9821.98
2097152             10315.19
4194304              9895.07
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.71
1                       1.71
2                       1.75
4                       1.71
8                       1.71
16                      1.71
32                      1.76
64                      1.87
128                     1.91
256                     2.69
512                     2.77
1024                    2.94
2048                    3.40
4096                    4.40
8192                    5.68
16384                   7.80
32768                   9.77
65536                  12.69
131072                 18.29
262144                 32.86
524288                 59.55
1048576               115.56
2097152               215.24
4194304               423.51
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.94
2                       9.90
4                      19.71
8                      39.49
16                     79.60
32                    159.08
64                    282.40
128                   562.74
256                  1036.81
512                  1922.51
1024                 3514.49
2048                 5522.43
4096                 7759.95
8192                 9691.07
16384               10302.17
32768               10903.14
65536               11088.93
131072              11293.99
262144              10779.46
524288               9868.93
1048576              9796.04
2097152             10283.04
4194304             10028.25
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-7 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.79
1                       1.78
2                       1.81
4                       1.77
8                       1.78
16                      1.78
32                      1.82
64                      1.94
128                     1.97
256                     2.76
512                     2.83
1024                    3.02
2048                    3.46
4096                    4.43
8192                    5.74
16384                   7.81
32768                   9.79
65536                  12.81
131072                 18.26
262144                 31.21
524288                 53.82
1048576               102.12
2097152               198.55
4194304               432.24
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.79
4                      19.75
8                      38.65
16                     78.70
32                    157.72
64                    283.06
128                   567.86
256                  1032.63
512                  1994.86
1024                 3609.76
2048                 5568.93
4096                 7836.55
8192                 9665.06
16384               10160.49
32768               10808.53
65536               11007.23
131072              11192.05
262144              11302.25
524288              10879.37
1048576             10351.24
2097152             10614.88
4194304             10133.26
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.69
1                       1.69
2                       1.72
4                       1.69
8                       1.69
16                      1.69
32                      1.74
64                      1.86
128                     1.88
256                     2.67
512                     2.75
1024                    2.93
2048                    3.37
4096                    4.40
8192                    5.65
16384                   7.77
32768                   9.73
65536                  12.76
131072                 18.36
262144                 31.52
524288                 56.70
1048576               108.22
2097152               204.55
4194304               425.05
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.01
2                      10.17
4                      20.30
8                      40.40
16                     81.20
32                    162.36
64                    284.79
128                   584.50
256                  1051.11
512                  1942.23
1024                 3514.11
2048                 5574.09
4096                 7838.13
8192                 9594.58
16384               10369.91
32768               10888.97
65536               11014.36
131072              11187.93
262144              10893.18
524288               9607.97
1048576              9780.83
2097152             10243.43
4194304              9969.55
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.72
1                       1.72
2                       1.76
4                       1.71
8                       1.71
16                      1.71
32                      1.76
64                      1.87
128                     1.91
256                     2.69
512                     2.77
1024                    2.95
2048                    3.41
4096                    4.42
8192                    5.70
16384                   7.75
32768                   9.77
65536                  12.79
131072                 18.20
262144                 31.54
524288                 56.80
1048576               110.28
2097152               214.60
4194304               423.09
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.06
2                       9.87
4                      20.20
8                      40.58
16                     80.05
32                    162.47
64                    290.55
128                   580.32
256                  1053.81
512                  1988.19
1024                 3678.62
2048                 5497.41
4096                 7744.57
8192                 9688.56
16384               10111.90
32768               10677.74
65536               10888.13
131072              11069.52
262144              11011.76
524288               9789.33
1048576              9850.40
2097152             10294.11
4194304              9968.53
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.79
1                       1.77
2                       1.81
4                       1.78
8                       1.77
16                      1.77
32                      1.82
64                      1.94
128                     1.97
256                     2.75
512                     2.83
1024                    3.01
2048                    3.46
4096                    4.45
8192                    5.73
16384                   7.80
32768                   9.83
65536                  12.78
131072                 18.23
262144                 32.09
524288                 56.99
1048576               109.81
2097152               206.21
4194304               424.27
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.81
2                       9.76
4                      19.40
8                      38.85
16                     78.06
32                    155.44
64                    283.32
128                   571.46
256                  1026.88
512                  1999.49
1024                 3622.13
2048                 5527.83
4096                 7768.05
8192                 9666.31
16384               10130.55
32768               10827.51
65536               11085.20
131072              11292.32
262144              11180.90
524288              10884.46
1048576             11033.47
2097152             10913.31
4194304             10286.39
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-11 ccloud-gpu-hpc-10
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.70
1                       1.70
2                       1.69
4                       1.75
8                       1.70
16                      1.69
32                      1.74
64                      1.87
128                     1.89
256                     2.68
512                     2.76
1024                    2.94
2048                    3.38
4096                    4.35
8192                    5.60
