Start time: 1725168970
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-9 ccloud-gpu-hpc-21
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
16                      1.78
32                      1.83
64                      1.94
128                     1.98
256                     2.76
512                     2.83
1024                    3.02
2048                    3.51
4096                    4.40
8192                    5.73
16384                   7.82
32768                   9.83
65536                  12.95
131072                 18.43
262144                 30.82
524288                 53.54
1048576               102.31
2097152               199.18
4194304               396.59
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.86
2                       9.89
4                      19.56
8                      39.59
16                     79.19
32                    156.99
64                    295.22
128                   581.40
256                  1040.17
512                  2001.43
1024                 3535.55
2048                 5539.25
4096                 7715.21
8192                 9748.41
16384               10223.36
32768               10997.81
65536               11072.72
131072              11256.59
262144              11242.53
524288              11202.27
1048576             11187.99
2097152             10876.78
4194304             10732.08
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-29
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.73
2                       1.77
4                       1.73
8                       1.73
16                      1.72
32                      1.77
64                      1.89
128                     1.92
256                     2.70
512                     2.79
1024                    2.97
2048                    3.40
4096                    4.39
8192                    5.62
16384                   7.69
32768                   9.69
65536                  12.81
131072                 18.42
262144                 30.52
524288                 53.40
1048576               102.90
2097152               199.53
4194304               400.72
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.89
2                      10.04
4                      19.65
8                      40.07
16                     80.19
32                    158.24
64                    299.06
128                   591.94
256                  1035.63
512                  1905.42
1024                 3507.17
2048                 5569.39
4096                 7953.99
8192                 9786.08
16384               10292.10
32768               10676.97
65536               10824.25
131072              11012.97
262144              11229.96
524288              11171.24
1048576             11085.78
2097152             10968.56
4194304             10686.95
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-22
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.78
2                       1.80
4                       1.80
8                       1.78
16                      1.78
32                      1.83
64                      1.94
128                     1.97
256                     2.75
512                     2.83
1024                    3.02
2048                    3.47
4096                    4.45
8192                    5.69
16384                   7.79
32768                   9.80
65536                  12.67
131072                 18.40
262144                 30.62
524288                 54.05
1048576               103.49
2097152               200.15
4194304               398.18
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.92
4                      19.70
8                      39.54
16                     79.30
32                    157.20
64                    286.65
128                   583.97
256                  1035.31
512                  1991.10
1024                 3608.55
2048                 5533.88
4096                 7781.40
8192                 9605.89
16384               10179.69
32768               10801.26
65536               11013.84
131072              11191.87
262144              11260.60
524288              11257.71
1048576             11168.74
2097152             11057.50
4194304             10868.74
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.74
2                       1.77
4                       1.73
8                       1.73
16                      1.73
32                      1.78
64                      1.90
128                     1.93
256                     2.71
512                     2.80
1024                    2.98
2048                    3.43
4096                    4.41
8192                    5.65
16384                   7.73
32768                   9.73
65536                  12.80
131072                 18.31
262144                 30.67
524288                 53.39
1048576               101.61
2097152               198.49
4194304               404.32
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.82
2                       9.93
4                      19.84
8                      39.45
16                     79.37
32                    158.33
64                    284.54
128                   577.09
256                  1027.06
512                  2007.06
1024                 3516.56
2048                 5574.80
4096                 7750.75
8192                 9769.61
16384               10253.80
32768               10785.09
65536               11067.11
131072              11229.26
262144              11152.19
524288              10712.20
1048576             10307.41
2097152             10624.59
4194304             10308.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.73
2                       1.77
4                       1.73
8                       1.73
16                      1.73
32                      1.77
64                      1.90
128                     1.92
256                     2.72
512                     2.80
1024                    2.98
2048                    3.42
4096                    4.42
8192                    5.70
16384                   7.79
32768                   9.85
65536                  12.76
131072                 18.17
262144                 30.44
524288                 53.43
1048576               102.88
2097152               199.80
4194304               394.85
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.96
2                      10.02
4                      19.85
8                      39.39
16                     80.00
32                    159.86
64                    293.93
128                   587.61
256                  1048.89
512                  2004.12
1024                 3657.49
2048                 5574.11
4096                 7855.78
8192                 9616.44
16384               10253.84
32768               10662.58
65536               10825.64
131072              11008.99
262144              11418.51
524288              11454.89
1048576             11389.88
2097152             11177.76
4194304             10912.90
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-23 ccloud-gpu-hpc-26
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.77
2                       1.82
4                       1.78
8                       1.77
16                      1.78
32                      1.82
64                      1.94
128                     1.98
256                     2.75
512                     2.83
1024                    3.01
2048                    3.47
4096                    4.46
8192                    5.78
16384                   7.85
32768                   9.93
65536                  12.79
131072                 18.29
262144                 30.94
524288                 56.00
1048576               106.93
2097152               203.62
4194304               405.60
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.92
2                       9.88
4                      19.43
8                      39.53
16                     79.06
32                    155.07
64                    284.66
128                   562.66
256                  1036.09
512                  1974.29
1024                 3640.01
2048                 5545.09
4096                 7818.73
8192                 9636.92
16384               10348.94
32768               10878.53
65536               11045.12
131072              11006.28
262144              11163.63
524288              11149.17
1048576             10355.69
2097152             10609.32
4194304             10317.16
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-23 ccloud-gpu-hpc-29
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.72
2                       1.78
4                       1.73
8                       1.72
16                      1.73
32                      1.78
64                      1.89
128                     1.92
256                     2.71
512                     2.79
1024                    2.96
2048                    3.40
4096                    4.40
8192                    5.66
16384                   7.70
32768                   9.73
65536                  12.74
131072                 18.06
262144                 30.77
524288                 53.42
1048576               103.03
2097152               200.60
4194304               407.44
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.95
2                       9.83
4                      19.47
8                      39.17
16                     79.42
32                    158.01
64                    286.05
128                   570.46
256                  1040.17
512                  1991.57
1024                 3665.46
2048                 5514.76
4096                 7828.54
8192                 9781.84
16384               10214.86
32768               10629.31
65536               10849.27
131072              11010.54
262144              11148.94
524288              10978.01
1048576             10708.83
2097152             10749.75
4194304             10330.40
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-23 ccloud-gpu-hpc-22
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.79
1                       1.78
2                       1.82
4                       1.78
8                       1.78
16                      1.78
32                      1.83
64                      1.95
128                     1.98
256                     2.76
512                     2.84
1024                    3.03
2048                    3.47
4096                    4.43
8192                    5.74
16384                   7.77
32768                   9.81
65536                  12.75
131072                 18.15
262144                 30.76
524288                 54.25
1048576               103.52
2097152               200.02
4194304               405.05
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.79
2                       9.84
4                      19.31
8                      39.20
16                     78.82
32                    156.48
64                    284.60
128                   574.87
256                  1007.30
512                  1974.18
1024                 3467.83
2048                 5438.36
4096                 7688.29
8192                 9750.60
16384               10276.97
32768               10844.27
65536               10886.21
131072              11084.58
262144              11201.85
524288              11277.45
1048576             10961.50
2097152             10872.95
4194304             10560.60
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-23 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.73
2                       1.77
4                       1.73
8                       1.73
16                      1.73
32                      1.77
64                      1.90
128                     1.92
256                     2.71
512                     2.80
1024                    2.97
2048                    3.42
4096                    4.43
8192                    5.71
16384                   7.88
32768                   9.79
65536                  12.78
131072                 18.34
262144                 31.14
524288                 56.02
1048576               106.71
2097152               203.89
4194304               418.29
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.94
2                       9.83
4                      19.62
8                      39.03
16                     78.94
32                    158.50
64                    283.51
128                   566.67
256                  1037.92
512                  1979.90
1024                 3652.17
2048                 5532.21
4096                 7792.92
8192                 9615.70
16384               10251.79
32768               10692.97
65536               10777.19
131072              10963.54
262144              11134.98
524288               9634.08
1048576              9932.09
2097152             10336.30
4194304              9954.51
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-23 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.73
1                       1.73
2                       1.76
4                       1.73
8                       1.73
16                      1.72
32                      1.77
64                      1.90
128                     1.92
256                     2.71
512                     2.79
1024                    2.98
2048                    3.41
4096                    4.43
8192                    5.72
16384                   7.80
32768                   9.84
65536                  12.77
131072                 18.23
262144                 30.82
524288                 53.94
1048576               103.86
2097152               201.07
4194304               407.47
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.87
2                      10.01
4                      20.04
8                      39.52
16                     80.11
32                    160.16
64                    294.61
128                   591.55
256                  1046.35
512                  1971.45
1024                 3589.18
2048                 5594.81
4096                 7819.22
8192                 9660.21
16384               10260.37
32768               10747.55
65536               10831.23
131072              11023.60
262144              11039.45
524288              11170.69
1048576             11196.45
2097152             10991.86
4194304             10803.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-26 ccloud-gpu-hpc-29
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.80
1                       1.83
2                       1.82
4                       1.80
8                       1.80
16                      1.80
32                      1.85
64                      1.97
128                     1.99
256                     2.78
512                     2.85
1024                    3.04
2048                    3.54
4096                    4.43
8192                    5.74
16384                   7.84
32768                   9.78
65536                  12.82
131072                 18.23
262144                 31.22
524288                 55.31
1048576               107.08
2097152               204.37
4194304               404.43
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.63
2                       9.13
4                      18.26
8                      37.19
16                     73.78
32                    156.00
64                    278.96
128                   559.17
256                  1024.43
512                  1942.69
1024                 3534.02
2048                 5423.72
4096                 7759.97
8192                 9686.98
16384               10258.85
32768               10717.61
65536               10892.26
131072              11081.48
262144              11116.87
524288              11194.73
1048576             11201.91
2097152             10745.83
4194304             10717.23
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-26 ccloud-gpu-hpc-22
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.86
1                       1.86
2                       1.89
4                       1.86
8                       1.85
16                      1.86
32                      1.91
64                      2.02
128                     2.05
256                     2.83
512                     2.91
1024                    3.10
2048                    3.65
4096                    4.46
8192                    5.86
16384                   7.95
32768                   9.94
65536                  12.85
131072                 18.43
262144                 31.14
524288                 53.99
1048576               103.60
2097152               200.42
4194304               399.93
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.86
2                       9.67
4                      19.38
8                      38.93
16                     77.94
32                    153.56
64                    282.34
128                   551.53
256                  1023.73
512                  1991.22
1024                 3485.16
2048                 5498.36
4096                 7675.69
8192                 9695.42
16384               10095.90
32768               10589.37
65536               10932.32
131072              11108.66
262144              11201.55
524288              11225.31
1048576             10808.72
2097152             10864.45
4194304             10503.02
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-26 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.81
1                       1.81
2                       1.85
4                       1.81
8                       1.81
16                      1.81
32                      1.86
64                      1.97
128                     2.00
256                     2.79
512                     2.86
1024                    3.05
2048                    3.50
4096                    4.50
8192                    5.77
16384                   7.90
32768                   9.92
65536                  12.87
131072                 18.28
262144                 31.83
524288                 56.20
1048576               105.08
2097152               201.62
4194304               415.15
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.91
2                       9.77
4                      19.59
8                      39.49
16                     78.21
32                    157.21
64                    283.49
128                   558.67
256                  1036.02
512                  1907.18
1024                 3632.33
2048                 5544.38
4096                 7798.02
8192                 9697.33
16384               10168.77
32768               10923.85
65536               11059.09
131072              11244.16
262144              10876.93
524288               9792.97
1048576              9716.74
2097152             10225.86
4194304              9934.81
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-26 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.81
1                       1.80
2                       1.85
4                       1.81
8                       1.80
16                      1.80
32                      1.85
64                      1.97
128                     2.00
256                     2.78
512                     2.85
1024                    3.04
2048                    3.54
4096                    4.43
8192                    5.74
16384                   7.77
32768                   9.84
65536                  12.71
131072                 18.17
262144                 31.25
524288                 54.03
1048576               104.73
2097152               201.67
4194304               398.92
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.90
2                       9.73
4                      19.43
8                      39.22
16                     76.07
32                    156.64
64                    285.39
128                   567.78
256                  1020.09
512                  1964.12
1024                 3583.69
2048                 5421.93
4096                 7698.89
8192                 9596.55
16384               10252.84
32768               10866.73
65536               10894.67
131072              11111.36
262144              11153.42
524288              11219.75
1048576             11182.10
2097152             11014.16
4194304             10802.72
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-29 ccloud-gpu-hpc-22
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.52
1                       1.51
2                       1.51
4                       1.56
8                       1.51
16                      1.51
32                      1.56
64                      1.68
128                     1.71
256                     2.49
512                     2.56
1024                    2.75
2048                    3.18
4096                    4.07
8192                    5.51
16384                   7.50
32768                   9.45
65536                  12.25
131072                 17.62
262144                 29.76
524288                 52.65
1048576               101.10
2097152               197.90
4194304               407.31
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       5.09
2                      10.22
4                      19.83
8                      40.81
16                     81.73
32                    160.37
64                    297.07
128                   593.79
256                  1049.90
512                  2062.27
1024                 3718.51
2048                 5691.52
4096                 7981.61
8192                 9744.26
16384               10385.89
32768               10962.75
65536               11096.46
131072              11245.89
262144              11070.10
524288              11145.44
1048576             11031.66
2097152             10677.27
4194304             10703.01
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-29 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.76
1                       1.76
2                       1.79
4                       1.75
8                       1.75
16                      1.76
32                      1.80
64                      1.92
128                     1.95
256                     2.73
512                     2.81
1024                    2.99
2048                    3.44
4096                    4.43
8192                    5.68
16384                   7.75
32768                   9.78
65536                  12.71
131072                 18.34
262144                 31.77
524288                 56.82
1048576               107.87
2097152               204.48
4194304               422.21
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.85
2                       9.84
4                      19.80
8                      39.24
16                     77.53
32                    158.11
64                    284.66
128                   571.89
256                  1027.83
512                  1982.77
1024                 3531.91
2048                 5488.66
4096                 7618.75
8192                 9629.65
16384               10318.38
32768               10890.10
65536               11094.77
131072              11262.20
262144              10897.63
524288              10158.38
1048576              9550.13
2097152             10244.99
4194304              9967.26
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-29 ccloud-gpu-hpc-11
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.76
1                       1.75
2                       1.79
4                       1.75
8                       1.74
16                      1.75
32                      1.80
64                      1.91
128                     1.94
256                     2.72
512                     2.80
1024                    2.98
2048                    3.42
4096                    4.40
8192                    5.60
16384                   7.66
32768                   9.67
65536                  12.80
131072                 18.33
262144                 30.64
524288                 55.15
1048576               106.67
2097152               203.05
4194304               406.13
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.91
2                       9.47
4                      19.77
8                      39.52
16                     78.12
32                    158.14
64                    284.70
128                   570.30
256                  1036.75
512                  1967.66
1024                 3649.54
2048                 5509.68
4096                 7801.31
8192                 9648.83
16384               10252.34
32768               10843.97
65536               10946.71
131072              11153.24
262144              11263.20
524288              11297.65
1048576             11361.08
2097152             11151.29
4194304             10803.05
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-22 ccloud-gpu-hpc-2
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.81
1                       1.81
2                       1.85
4                       1.81
8                       1.81
16                      1.81
32                      1.86
64                      1.98
128                     2.00
256                     2.79
512                     2.87
1024                    3.06
2048                    3.51
4096                    4.51
8192                    5.78
