Start time: 1725160905
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-32 ccloud-gpu-hpc-31
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-32 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.81
1                      17.51
2                      17.59
4                      17.61
8                      17.57
16                     17.58
32                     17.94
64                     17.84
128                    17.80
256                    17.99
512                    18.06
1024                   18.68
2048                   19.62
4096                   21.54
8192                   25.31
16384                  32.74
32768                  32.34
65536                  40.21
131072                 56.02
262144                 89.27
524288                157.13
1048576               209.59
2097152               311.65
4194304               516.04
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.56
64                      7.13
128                    14.26
256                    28.46
512                    55.40
1024                  112.30
2048                  217.65
4096                  411.18
8192                  743.21
16384                2764.31
32768                4313.72
65536                6201.91
131072               7920.33
262144               9007.28
524288               9273.23
1048576              9281.22
2097152              9520.15
4194304              9441.71
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-28
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      16.58
2                      16.70
4                      16.59
8                      16.53
16                     16.65
32                     16.88
64                     16.76
128                    16.81
256                    16.91
512                    17.13
1024                   17.64
2048                   18.67
4096                   20.49
8192                   23.95
16384                  32.49
32768                  31.43
65536                  39.21
131072                 54.85
262144                 87.68
524288                153.68
1048576               203.31
2097152               302.23
4194304               500.19
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.14
2                       0.27
4                       0.56
8                       1.11
16                      2.22
32                      4.29
64                      8.57
128                    17.11
256                    34.15
512                    68.29
1024                  134.87
2048                  247.43
4096                  474.83
8192                  796.87
16384                2763.79
32768                4311.97
65536                6238.00
131072               7950.55
262144               9044.10
524288               9383.16
1048576              9309.99
2097152              9463.62
4194304              9546.85
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-27
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.53
2                      17.51
4                      17.49
8                      17.45
16                     17.42
32                     17.78
64                     17.71
128                    17.73
256                    17.91
512                    17.99
1024                   18.56
2048                   19.55
4096                   21.38
8192                   25.02
16384                  32.05
32768                  31.78
65536                  39.64
131072                 55.41
262144                 88.08
524288                156.90
1048576               209.58
2097152               313.22
4194304               525.06
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.45
8                       0.91
16                      1.82
32                      3.53
64                      7.02
128                    14.03
256                    27.96
512                    54.78
1024                  110.87
2048                  214.71
4096                  407.61
8192                  741.75
16384                2775.14
32768                4341.73
65536                6243.89
131072               7976.15
262144               9057.95
524288               9423.23
1048576              9302.46
2097152              9473.29
4194304              9413.23
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-24
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.72
1                      17.47
2                      17.57
4                      17.42
8                      17.44
16                     17.43
32                     17.73
64                     17.70
128                    17.76
256                    17.96
512                    17.99
1024                   18.59
2048                   19.59
4096                   21.41
8192                   25.06
16384                  32.40
32768                  31.87
65536                  39.56
131072                 55.56
262144                 88.47
524288                157.83
1048576               211.32
2097152               317.66
4194304               529.64
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.83
32                      3.56
64                      7.07
128                    14.12
256                    28.16
512                    54.20
1024                  111.12
2048                  215.81
4096                  408.79
8192                  740.65
16384                2825.52
32768                4409.38
65536                6307.49
131072               8021.95
262144               8980.36
524288               9343.63
1048576              9172.62
2097152              9339.62
4194304              9343.29
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-21
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.73
1                      17.56
2                      17.60
4                      17.50
8                      17.54
16                     17.41
32                     17.81
64                     17.74
128                    17.81
256                    17.97
512                    18.06
1024                   18.64
2048                   19.65
4096                   21.73
8192                   25.33
16384                  32.57
32768                  32.00
65536                  39.99
131072                 55.70
262144                 88.84
524288                157.16
1048576               210.79
2097152               321.42
4194304               532.81
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.46
8                       0.91
16                      1.83
32                      3.55
64                      7.07
128                    14.13
256                    28.25
512                    54.67
1024                  111.69
2048                  216.39
4096                  407.95
8192                  744.19
16384                2770.08
32768                4324.08
65536                6247.38
131072               7954.97
262144               8974.05
524288               9263.75
1048576              9271.83
2097152              9389.74
4194304              9422.38
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-18
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.67
2                      17.69
4                      17.51
8                      17.51
16                     17.60
32                     17.90
64                     17.80
128                    17.83
256                    18.02
512                    18.12
1024                   18.71
2048                   19.66
4096                   21.48
8192                   25.17
16384                  32.56
32768                  31.94
65536                  39.83
131072                 55.61
262144                 88.32
524288                155.66
1048576               208.81
2097152               316.28
4194304               520.86
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.56
64                      7.09
128                    14.16
256                    28.20
512                    54.31
1024                  111.57
2048                  215.92
4096                  410.67
8192                  742.03
16384                2792.89
32768                4351.19
65536                6248.71
131072               7948.38
262144               9081.20
524288               9483.56
1048576              9401.48
2097152              9516.81
4194304              9502.23
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-31 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.80
1                      17.55
2                      17.54
4                      17.49
8                      17.45
16                     17.39
32                     17.62
64                     17.77
128                    17.83
256                    17.97
512                    18.08
1024                   18.67
2048                   19.65
4096                   21.49
8192                   25.30
16384                  32.37
32768                  31.78
65536                  39.73
131072                 55.69
262144                 88.27
524288                157.46
1048576               209.20
2097152               306.40
4194304               506.30
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.45
8                       0.90
16                      1.80
32                      3.51
64                      7.00
128                    14.01
256                    27.97
512                    53.68
1024                  109.88
2048                  213.34
4096                  402.85
8192                  728.86
16384                2813.67
32768                4360.68
65536                6260.74
131072               7949.79
262144               9079.11
524288               9405.51
1048576              9314.31
2097152              9428.18
4194304              9449.89
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-28 ccloud-gpu-hpc-27
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      16.67
2                      16.73
4                      16.55
8                      16.70
16                     16.72
32                     17.01
64                     16.80
128                    16.82
256                    16.92
512                    17.18
1024                   17.68
2048                   18.63
4096                   20.51
8192                   24.20
16384                  31.99
32768                  31.21
65536                  39.16
131072                 54.90
262144                 87.21
524288                152.73
1048576               206.58
2097152               309.05
4194304               512.90
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.67
64                      7.32
128                    14.64
256                    29.12
512                    56.30
1024                  114.31
2048                  222.35
4096                  421.26
8192                  754.75
16384                2748.18
32768                4287.32
65536                6228.19
131072               7945.55
262144               9093.12
524288               9406.78
1048576              9261.32
2097152              9401.16
4194304              9428.78
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-28 ccloud-gpu-hpc-24
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.71
1                      16.22
2                      16.19
4                      16.16
8                      16.01
16                     16.09
32                     16.33
64                     16.49
128                    16.50
256                    16.60
512                    16.81
1024                   17.29
2048                   18.20
4096                   19.97
8192                   23.36
16384                  30.27
32768                  30.67
65536                  39.43
131072                 54.38
262144                 87.33
524288                153.80
1048576               202.03
2097152               313.35
4194304               519.88
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.24
4                       0.48
8                       0.95
16                      1.91
32                      3.70
64                      7.37
128                    14.71
256                    29.38
512                    57.44
1024                  113.15
2048                  224.67
4096                  425.89
8192                  762.61
16384                2854.98
32768                4434.97
65536                6332.73
131072               8019.42
262144               9035.81
524288               9427.23
1048576              9210.25
2097152              9317.01
4194304              9329.62
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-28 ccloud-gpu-hpc-21
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.71
1                      16.35
2                      16.41
4                      16.26
8                      16.27
16                     16.25
32                     16.64
64                     16.50
128                    16.55
256                    16.65
512                    16.88
1024                   17.34
2048                   18.26
4096                   20.11
8192                   23.60
16384                  31.19
32768                  30.80
65536                  39.64
131072                 54.61
262144                 87.37
524288                155.04
1048576               209.08
2097152               311.57
4194304               514.86
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.90
32                      3.68
64                      7.33
128                    14.63
256                    29.16
512                    56.38
1024                  114.85
2048                  223.03
4096                  421.90
8192                  757.17
16384                2810.36
32768                4352.16
65536                6248.18
131072               7989.33
262144               9048.23
524288               9433.55
1048576              9297.67
2097152              9390.76
4194304              9411.95
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-28 ccloud-gpu-hpc-18
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      16.24
2                      16.41
4                      16.37
8                      16.32
16                     16.31
32                     16.54
64                     16.65
128                    16.66
256                    16.74
512                    16.95
1024                   17.49
2048                   18.45
4096                   20.49
8192                   24.21
16384                  31.70
32768                  32.06
65536                  39.34
131072                 55.36
262144                 87.76
524288                152.90
1048576               200.62
2097152               306.15
4194304               517.17
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.90
32                      3.67
64                      7.33
128                    14.64
256                    29.25
512                    58.42
1024                  112.44
2048                  223.24
4096                  420.42
8192                  757.36
16384                2782.85
32768                4326.91
65536                6228.90
131072               7941.27
262144               9150.40
524288               9463.26
1048576              9356.20
2097152              9551.36
4194304              9533.67
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-28 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.79
1                      16.54
2                      16.57
4                      16.46
8                      16.38
16                     16.40
32                     16.81
64                     16.62
128                    16.65
256                    16.77
512                    17.00
1024                   17.49
2048                   18.49
4096                   20.29
8192                   23.88
16384                  31.80
32768                  31.73
65536                  39.16
131072                 54.63
262144                 88.28
524288                155.46
1048576               207.90
2097152               319.05
4194304               536.38
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.66
64                      7.29
128                    14.56
256                    29.03
512                    55.54
1024                  114.28
2048                  221.83
4096                  424.33
8192                  753.90
16384                2796.82
32768                4380.03
65536                6296.08
131072               8005.02
262144               9067.82
524288               9445.51
1048576              9304.28
2097152              9472.71
4194304              9479.22
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-27 ccloud-gpu-hpc-24
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.74
1                      17.72
2                      17.75
4                      17.47
8                      17.64
16                     17.64
32                     17.90
64                     17.85
128                    17.90
256                    18.12
512                    18.21
1024                   18.80
2048                   19.75
4096                   21.62
8192                   24.98
16384                  32.31
32768                  31.89
65536                  39.76
131072                 55.66
262144                 88.40
524288                158.28
1048576               212.45
2097152               313.09
4194304               521.50
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.91
16                      1.83
32                      3.56
64                      7.09
128                    14.17
256                    28.32
512                    54.49
1024                  111.82
2048                  216.91
4096                  409.96
8192                  742.95
16384                2706.95
32768                4247.98
65536                6154.00
131072               7885.57
262144               9000.72
524288               9370.31
1048576              9195.67
2097152              9323.06
4194304              9363.68
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-27 ccloud-gpu-hpc-21
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.75
1                      17.62
2                      17.46
4                      17.55
8                      17.62
16                     17.58
32                     17.88
64                     17.81
128                    17.80
256                    17.99
512                    18.02
1024                   18.59
2048                   19.50
4096                   21.37
8192                   24.66
16384                  32.41
32768                  31.85
65536                  39.78
131072                 55.72
262144                 88.68
524288                155.20
1048576               207.48
2097152               317.29
4194304               525.83
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.46
8                       0.92
16                      1.83
32                      3.55
64                      7.08
128                    14.11
256                    28.22
512                    55.39
1024                  111.32
2048                  215.46
4096                  409.75
8192                  741.88
16384                2813.79
32768                4353.57
65536                6243.25
131072               7945.18
262144               9067.79
524288               9381.94
1048576              9302.76
2097152              9382.49
4194304              9409.91
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-27 ccloud-gpu-hpc-18
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.76
1                      17.53
2                      17.58
4                      17.53
8                      17.56
16                     17.55
32                     17.82
64                     17.73
128                    17.80
256                    18.00
512                    18.10
1024                   18.66
2048                   19.61
4096                   21.48
8192                   25.09
16384                  32.12
32768                  31.86
65536                  39.97
131072                 55.74
262144                 87.89
524288                154.33
1048576               204.76
2097152               302.35
4194304               500.32
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.23
4                       0.46
8                       0.92
16                      1.84
32                      3.57
64                      7.11
128                    14.22
256                    28.36
512                    55.49
1024                  112.21
2048                  216.05
4096                  410.89
8192                  744.27
16384                2800.50
32768                4334.73
65536                6267.15
131072               7960.97
262144               9257.57
524288               9872.61
1048576              9861.17
2097152              9890.23
4194304              9796.55
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-27 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.83
1                      17.61
2                      17.60
4                      17.43
8                      17.39
16                     17.48
32                     17.97
64                     18.05
128                    18.09
256                    18.29
512                    18.36
1024                   18.95
2048                   19.88
4096                   21.79
8192                   25.52
16384                  32.73
32768                  32.30
65536                  40.25
131072                 55.90
262144                 89.22
524288                156.93
1048576               209.59
2097152               314.53
4194304               521.59
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.11
2                       0.22
4                       0.46
8                       0.91
16                      1.82
32                      3.54
64                      7.05
128                    14.09
256                    28.13
512                    54.24
1024                  111.57
2048                  216.01
4096                  408.58
8192                  740.61
16384                2823.03
32768                4325.51
65536                6242.25
131072               7936.74
262144               9052.46
524288               9417.44
1048576              9321.12
2097152              9487.68
4194304              9460.04
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-21
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.73
1                      17.55
2                      17.60
4                      17.48
8                      17.40
16                     17.47
32                     17.78
64                     17.77
128                    17.73
256                    17.97
512                    18.18
1024                   18.80
2048                   19.77
4096                   21.62
8192                   25.30
16384                  32.46
32768                  32.19
65536                  40.23
131072                 56.04
262144                 89.05
524288                157.94
1048576               209.01
2097152               309.73
4194304               512.75
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.48
8                       0.95
16                      1.90
32                      3.68
64                      7.33
128                    14.65
256                    29.25
512                    57.37
1024                  113.00
2048                  223.18
4096                  424.17
8192                  758.38
16384                2834.06
32768                4421.96
65536                6355.16
131072               8049.64
262144               9138.73
524288               9382.32
1048576              9340.89
2097152              9414.77
4194304              9499.52
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-18
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.73
1                      17.12
2                      17.35
4                      17.17
8                      16.99
16                     17.15
32                     17.50
64                     17.44
128                    17.45
256                    17.65
512                    18.05
1024                   18.53
2048                   19.51
4096                   21.39
8192                   24.93
16384                  32.07
32768                  31.92
65536                  39.62
131072                 55.46
262144                 88.40
524288                154.96
1048576               203.26
2097152               303.03
4194304               510.21
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.89
32                      3.65
64                      7.28
128                    14.50
256                    28.94
512                    56.64
1024                  111.98
2048                  221.13
4096                  420.06
8192                  750.70
16384                2784.88
32768                4323.69
65536                6226.54
131072               7965.51
262144               9103.97
524288               9461.78
1048576              9397.59
2097152              9587.53
4194304              9510.46
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-24 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.79
1                      17.57
2                      17.54
4                      17.24
8                      17.22
16                     17.31
32                     17.60
64                     17.76
128                    17.84
256                    18.01
512                    18.31
1024                   18.91
2048                   19.89
4096                   21.68
8192                   25.45
16384                  32.61
32768                  32.19
65536                  40.10
131072                 55.90
262144                 89.12
524288                158.79
1048576               210.71
2097152               316.07
4194304               540.35
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.89
32                      3.66
64                      7.29
128                    14.56
256                    28.99
512                    55.91
1024                  113.96
2048                  222.39
4096                  410.40
8192                  750.48
16384                2759.70
32768                4293.33
65536                6192.85
131072               7929.82
262144               9074.55
524288               9407.24
1048576              9285.22
2097152              9333.96
4194304              9319.44
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-18
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.76
1                      17.48
2                      17.54
4                      17.43
8                      17.53
16                     17.50
32                     17.81
64                     17.67
128                    17.70
256                    17.90
512                    18.02
